text,t_first_line,t_last_line,n_chars,n_tokens,video_id,video_duration,start_link,response,response_2
at this roundabout adrian makes a serious fault with response to road marking as he turns into the wrong side of the road that's uh that one that was odd you know i'm actually a joke what the flip was that that's uh that one that was odd you know i'm actually a joke what the was that probably it's just stupidities that i would never do that when i'm driving normally why am i nervous idiot oh my god i just don't understand my brain it's just the dumbest who i just entered the road on the right side who does that oh god [Music] okay if you can pull over and park up on the left hand side just anywhere along the left just on the road don't worry about the drives on this occasion okay but one okay i'm not one in one of those baits no just on the side of the road is fine anyway don't worry about the driveways for this one,750.0,823.68,827,187,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=750,"Critical level: 8

The situation is very critical as the driver has made a serious fault in response to road markings and has turned into the wrong side of the road, which is a dangerous situation for all drivers on the road.","At this roundabout, Adrian makes a serious fault with response to road markings as he turns into the wrong side of the road. ""That's odd. You know, I'm actually a joke. What the flip was that?"" Probably it's just stupidities that I would never do when I'm driving normally. ""Why am I a nervous idiot? Oh my god, I just don't understand my brain. It's just the dumbest. Who just enters the road on the right side? Oh god."" [Music] ""Okay, if you can pull over and park up on the left-hand side, just anywhere along the left, just on the road. Don't worry about the driveways on this occasion, okay?"" ""But one?"" ""Okay, I'm not one in one of those baits. No, just on the side of the road is fine anyway. Don't worry about the driveways for this one."""
okay thank you drive off whenever you're ready when parked up on a road with lots of park vehicles around you it's a good idea to indicate as there may be hazards that you can't see [Music] when we get to the end of this road turn right [Music],843.12,872.21,244,56,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=843,"5 - Although there are parked vehicles around, the situation is not too critical but indicating is necessary as there may be potential hazards.","Okay, thank you. Drive off whenever you're ready. When parked up on a road with lots of parked vehicles around you, it's a good idea to indicate as there may be hazards that you can't see. [Music] When we get to the end of this road, turn right. [Music]"
driving past any delivery vehicles always be alert that the driver may suddenly open the door into the road or may step into the road ahead of the vehicle [Music] and the traffic lights turn left,890.48,914.8,195,39,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=890,"Criticality: 4 - While it is important to be aware of the risks associated with delivery vehicles, the situation is not particularly urgent as long as the driver remains cautious and aware of their surroundings.","Driving past any delivery vehicles, always be alert that the driver may suddenly open the door into the road or may step into the road ahead of the vehicle. [Music] And at the traffic lights, turn left."
[Music],929.87,929.87,7,3,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=929,0 - The presence of music does not affect the criticality of the driving situation.,"Good morning and welcome to your driving test. Please make sure your seatbelt is fastened and adjust your mirrors so that you have a clear view of the road. Today we will be testing your ability to follow traffic laws, drive safely and efficiently, and handle various situations that may arise on the road. You will be graded on your performance throughout the test, so please stay focused and drive to the best of your ability. Are you ready to begin? Alright, let's get started."
so [Music] do [Music] at the roundabout follow the road ahead adrian approaches his roundabout pretty confidently as he goes into the roundabout he curves around towards the left and uses his mirrors before signaling to exit and just follow the road ahead again [Music] the traffic lights turn right please to turn right at these traffic lights adrian should have kept his right signal running as pedestrians don't realize that he's turning right this could turn into a serious fault if somebody starts crossing the road on the right and they don't realize that you're turning from this point [Music] so right if you can pull over and park up on the left hand side of the road somewhere safe thank you that's great there drive off and if you're ready when moving off from stationary always remember to check your right blind spot again as a final check,957.36,1109.039,852,169,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=957,"Driving situation: 6 - The situation is moderately critical because Adrian made a mistake while turning right at the traffic lights, which could potentially become a serious fault if someone started crossing the road on the right without realizing that he was turning.","So, [Music]. Do [Music]. At the roundabout, follow the road ahead. Adrian approaches this roundabout pretty confidently. As he goes into the roundabout, he curves around towards the left and uses his mirrors before signaling to exit and just follow the road ahead again. [Music]. At the traffic lights, turn right. Please, turn right at these traffic lights. Adrian should have kept his right signal running, as pedestrians don't realize that he's turning right. This could turn into a serious fault if somebody starts crossing the road on the right and they don't realize that you're turning from this point. [Music]. So, right. If you can pull over and park up on the left-hand side of the road somewhere safe, thank you. That's great. There. Drive off, and if you're ready, when moving off from stationary, always remember to check your right blind spot again as a final check."
just annoyed about that rounds about stupidity because i know myself i do that sort of thought process in all sorts of and just annoys me like i imagined something that does wasn't even there because of nerves i imagined a no entry rod i thought you tried to trick me just stupid [Music],1148.96,1166.83,287,58,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1148,"Criticality: 1 - The situation is not critical at all. The speaker is just expressing their annoyance about a past experience during a driving lesson, and there is no immediate danger or risk involved.","""Just annoyed about that roundabout stupidity because I know myself, I do that sort of thought process in all sorts of situations and it just annoys me. Like I imagined something that wasn't even there because of nerves. I imagined a 'no entry' sign. I thought you tried to trick me. Just stupid. [Music]"""
as we're driving down this road adrian gets too close to the car in front as they're not driving up to the speed of the road always maintain a good following distance from the traffic ahead it is 40 i don't know why we're doing 27. when we get to the roundabout term right,1187.28,1213.679,272,63,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1187,"Critical level: 6 - Adrian getting too close to the car in front can be dangerous and may result in rear-end collision, but the situation can still be managed if the driver corrects the following distance immediately.","As we're driving down this road, Adrian gets too close to the car in front, as they're not driving up to the speed of the road. Always maintain a good following distance from the traffic ahead. It is 40, I don't know why we're doing 27. When we get to the roundabout, turn right."
[Music] approaching this traffic light junction we're turning left as it's a compulsory left turn but again a signal would be helpful for pedestrians that don't realize that the road only goes left [Music] let the roundabout turn right,1230.71,1270.32,235,47,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1230,"Criticality: 6 - Although the situation is not very critical, it still requires attention as a signal can be helpful for pedestrians and turning right at the roundabout can involve some maneuvering.","[Music] Approaching this traffic light junction, we're turning left as it's a compulsory left turn. But again, a signal would be helpful for pedestrians that don't realize that the road only goes left. [Music] Let the roundabout turn right."
i kept thinking what that noise was but it's actually the little middle thing took pages to figure that out everyone says that when they're coming back doesn't that annoy you i like it my dad kept thinking as an indicator so he kept like flicking his indicator thinking that he left it on i kept thinking it was something rattling over there and at the end turn left screaming [Music],1302.08,1341.19,384,78,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1302,"Critical level: 6 - The situation is moderately critical as the driver's distraction from the noise could lead to a potential accident or missed driving instruction, but the road conditions and speed are not mentioned to be hazardous.","I kept thinking, ""What is that noise?"" but it's actually the little middle thing. Took pages to figure that out. Everyone says that when they're coming back. Doesn't that annoy you? I like it. My dad kept thinking it was an indicator, so he kept flicking his indicator thinking that he left it on. I kept thinking it was something rattling over there. And at the end, turn left. Screaming. [Music]"
do [Music],1369.28,1376.05,10,4,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1369,Critical score: 0 - The music playing in the background does not affect the criticality of the driving situation.,"Do:

[Music]

Okay, first thing we’re gonna do is a safety check. Take me through the safety check.

Okay, first we check the mirrors.

Uh-huh.

We check the headlights.

Okay.

We check the brake lights.

Mm-hmm.

We check the turn signals.

Mm-hmm.

We check the horn.

Great.

We check the emergency brake.

Okay.

All right, now we’re gonna go ahead and start the vehicle.

All right.

And put your foot on the brake.

All right, foot’s on the brake.

Okay, and we’re gonna go ahead and put it in drive.

All right.

All right, when you’re ready, just take me around the block and we'll make sure everything's good."
do [Music] when overtaking cyclists always make sure that it's safe and necessary before you overtake make sure when you're overtaking that you leave at least one and a half meters of clearance from the cyclist when overtaking and don't move back towards the left suddenly after adrian does this really well and leaves enough clearance for the cyclist turn left,1396.32,1431.12,361,71,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1396,"Criticality: 6 - The situation is moderately critical because overtaking a cyclist can be risky and requires caution and attention, but the instructor is giving clear instructions on how to do it safely.",".

[Music]

When overtaking cyclists, always make sure that it's safe and necessary before you overtake. Make sure, when you're overtaking, that you leave at least one and a half meters of clearance from the cyclist. When overtaking, don't move back towards the left suddenly. After Adrian does this really well and leaves enough clearance for the cyclist, turn left."
[Music] you're gonna have to go left there mr thanks [Music] on these narrow residential roads it's really important to check your mirrors before you're signaling as cyclists will catch fine parking up if you can pull over and park up on the right hand side of the road please don't worry about the drives on this occasion [Music] actually let me go back [Music] thank you so i'd like you to reverse back now for about two car lengths keeping reasonably close to and parallel with the pavement as you carry out this exercise before starting to reverse adrian does look around checking his right and left blind spot but whilst reversing he's mostly using his right hand mirror and reversing in a straight line you need to keep checking both blind spots whilst you're reversing okay we've already done about a colin thank you and drive often if you're ready if you can just pull in and park up on the left hand side after this black car [Music],1451.17,1583.55,942,192,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1451,"Critical level: 3 - The driving situation is relatively calm as it is in a residential area with no immediate hazards or obstacles. However, there is a need to be cautious and check mirrors due to the presence of cyclists.","[Music] You're gonna have to go left there, Mr. Thanks. [Music] On these narrow residential roads, it's really important to check your mirrors before you signal, as cyclists will catch up fine. Parking up, if you can, pull over and park up on the right-hand side of the road, please. Don't worry about the drives on this occasion. [Music] Actually, let me go back. [Music] Thank you. So, I'd like you to reverse back now for about two car lengths, keeping reasonably close to and parallel with the pavement as you carry out this exercise. Before starting to reverse, Adrian does look around, checking his right and left blind spot, but whilst reversing, he's mostly using his right-hand mirror and reversing in a straight line. You need to keep checking both blind spots whilst you're reversing. Okay, we've already done a corner. Thank you. And drive often if you're ready. If you can just pull in and park up on the left-hand side after this black car. [Music]"
okay that's great thank you you can switch off the engine all right that is the end of your driving test okay give me a few minutes okay okay okay okay doing that's the end of your driving test um unfortunately you wouldn't have passed on this occasion what how come well there's a few things you've done wrong actually oh my god the first one being the obvious one the roundabout yeah i told you to go left and then you thought you can't i don't know what happened you want to know i for some stupid reason thought it was a no entry road i i thought you tried to trick me you were like turn left right it doesn't it doesn't make any sense okay now by the time that you were about to miss the turn i thought oh shoot we're getting the wrong way and i thought okay and then you better slow it back yeah it's because i knew there was no one on my left yeah i know yeah so that way that you're entering the road from the,1596.4,1656.08,917,199,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1596,"Critical level: 7 - The situation is quite critical as the student driver failed their driving test due to a serious mistake, i.e. wrongly interpreting a roundabout instruction, which could have resulted in accidents on a real road.","Okay, that's great. Thank you. You can switch off the engine. Alright, that is the end of your driving test. Okay, give me a few minutes. Okay, okay, okay. Alright, that's the end of your driving test. Unfortunately, you wouldn't have passed on this occasion, what? How come? Well, there's a few things you've done wrong, actually. Oh my god, the first one being the obvious one, the roundabout. Yeah, I told you to go left, and then you thought you can't. I don't know what happened. You want to know? I, for some stupid reason, thought it was a no-entry road. I thought you tried to trick me. You were like, 'turn left', right? It doesn't...it doesn't make any sense. Okay, now, by the time that you were about to miss the turn, I thought, ""Oh, shoot, we're going the wrong way."" And I thought, ""Okay,"" and then you better slow it back. Yeah, it's because I knew there was no one on my left. Yeah, I know. Yeah, so that way that you're entering the road from, the..."
wrong side yeah okay mirror checks to the left that i'm missing now i know you're checking your mirrors but you're not checking your mirrors before you're signaling before signaling yes so when i've told you to go left on a few occasions you kind of you can see the turning you slap on your signal and then when you get closer you're checking your mirrors before turning is that not okay you should be checking your mirrors and then signaling yeah um and lastly uh this is something i think this is for you recommended generally um following distance there are two separate occasions where we were driving on a 40 where the person in front is clearly not driving at 40 because of which we're now driving quite close to them aren't we okay and you said that you're like oh it's like 40 and this person's driving 27 and i was thinking this following distance is uh a bit risky really impatient yeah okay but yeah that's that okay cool um that's like four majors [Laughter],1657.36,1712.31,970,200,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1657,"Critical level: 7

The situation is quite critical because the driver is consistently not checking mirrors before signaling, and is driving too closely to the car in front of them, which is a risky following distance. These are major issues that need to be addressed.","Wrong side. Yeah, okay. Mirror checks to the left, that I'm missing. Now I know you're checking your mirrors, but you're not checking your mirrors before you're signaling. Before signaling, yes. So, when I've told you to go left on a few occasions, you kind of, you can see the turning, you slap on your signal, and then when you get closer, you're checking your mirrors before turning. Is that not okay? You should be checking your mirrors and then signaling, yeah. Um, and lastly, uh, this is something I think, this is for you recommended generally. Um, following distance, there are two separate occasions where we were driving on a 40 where the person in front is clearly not driving at 40 because of which we're now driving quite close to them, aren't we? Okay, and you said that you're like, ""Oh, it's like 40 and this person's driving 27."" And I was thinking, this following distance is, uh, a bit risky, really impatient, yeah. Okay, but yeah, that's that. Okay, cool. Um, that's like four majors. [Laughter]"
oh there's a few sketchy ones in there but yeah that's about um minus mine is well we got five just on mirrors alone okay six seven first on two occasions when you were turning um right one was a traffic light and i think one was a left turn so when it's a compulsory left or a right turn like you're in position and that lanes only going a certain way you don't need signal you do need a signal you've not been signaling if if there's a left-only lane yeah you need to put a left signal yeah pedestrians oh they don't realize that that lane's left only but the point you did it out where i've marked it down one was a clear intersection where we were going right at traffic lights you signaled initially to get there and then you when you get there you switch off yeah yeah you should have had that signal running okay because if i'm over there and i'm trying to cross the road how do i know you're going that way yeah,1714.48,1762.72,919,197,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1714,"Critical level: 5. The situation is moderately critical as the learner driver has made several errors with their use of signals, which could potentially cause confusion or danger for pedestrians or other drivers.","""Oh, there's a few sketchy ones in there, but yeah, that's about it. Mine is, well, we got five just on mirrors alone. Okay, six, seven. First, on two occasions when you were turning right, one was a traffic light, and I think one was a left turn. So, when it's a compulsory left or a right turn, like you're in position, and that lane's only going a certain way, you don't need a signal. You do need a signal. You've not been signaling. If there's a left-only lane, yeah, you need to put a left signal. Pedestrians, oh, they don't realize that that lane's left-only. But the point you did it out where I've marked it down, one was a clear intersection where we were going right at traffic lights. You signaled initially to get there, and then when you get there, you switch off. Yeah, you should have had that signal running, okay? Because if I'm over there and I'm trying to cross the road, how do I know you're going that way?"""
you don't yeah and then the other one was a compulsory left turn at traffic lights and again you're not saying you're not yeah i remember both of them yeah yeah okay so think of everyone that's been watching the video hopefully you can learn from some of adrian's mistakes now don't forget to like the video comment down below on how you thought adrian did today and don't forget to subscribe to the channel and subscribe to adrian's channel as well if you haven't already [Music],1764.559,1794.53,480,101,SXsv4UuDerQ,1796,https://youtu.be/SXsv4UuDerQ?t=1764,"0 - The situation is not critical at all as the speaker is just reminding the viewer to like, comment, and subscribe to the video and Adrian's channel.","You don't...yeah. And then the other one was a compulsory left turn at traffic lights. And again, you're not saying...you're not...yeah, I remember both of them. Yeah, yeah, okay. So think of everyone that's been watching the video. Hopefully, you can learn from some of Adrian's mistakes. Now, don't forget to like the video, comment down below on how you thought Adrian did today, and don't forget to subscribe to the channel and subscribe to Adrian's channel as well if you haven't already. [Music]"
[Music] hi guys and welcome back to clearview driving today i'm doing another driving lesson with my nephew lovejit now in today's lesson we're doing mock test style driving because he's actually got his driving test booked for about two weeks time now we've already been doing mock test driving for the last week or so um there were a few mistakes made but he's learnt from them which is good so we're just going to continue with that now for anyone that's new to the channel don't forget to like the video comment down below what you think i've loved it's driving if he's making any mistakes and don't forget to subscribe to the channel if you haven't already alright so we're gonna do sort of 10 minute sessions so i'm going to get you to drive for 10 minutes where i'm just giving you instructions if you make any mistakes during that period i'm not going to say anything,5.97,58.16,875,185,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=5,"Critical level: 6 - While the situation is not dangerous, it is important as the learner is going through a mock test and needs to perform well to pass the driving test.","[Music] Hi guys and welcome back to Clearview Driving. Today, I'm doing another driving lesson with my nephew, Lovejit. Now, in today's lesson, we're doing mock test style driving because he's actually got his driving test booked for about two weeks' time. Now, we've already been doing mock test driving for the last week or so. Um, there were a few mistakes made, but he's learned from them, which is good. So, we're just going to continue with that now. For anyone that's new to the channel, don't forget to like the video, comment down below what you think of Lovejit's driving, if he's making any mistakes, and don't forget to subscribe to the channel if you haven't already. Alright, so we're going to do sort of 10-minute sessions, so I'm going to get you to drive for 10 minutes where I'm just giving you instructions. If you make any mistakes during that period, I'm not going to say anything."
after the 10 minutes we're going to park up somewhere and then we'll talk about any mistakes if we need to correct them okay so the aim is to make sure you're driving safely okay it doesn't need to be a perfect drive even if you think you've made a mistake don't panic try and stay on top of it just try and forget it that's the best way okay all right whenever you're ready let's start the engine and drive off whenever you're ready,59.44,81.68,433,96,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=59,2 - The driving situation is not critical at all as the car is stationary and the student is just about to start the engine and drive off.,"After the 10 minutes, we're going to park up somewhere and then we'll talk about any mistakes if we need to correct them, okay? So, the aim is to make sure you're driving safely. It doesn't need to be a perfect drive. Even if you think you've made a mistake, don't panic. Try and stay on top of it, just try and forget it. That's the best way. Okay, all right. Whenever you're ready, let's start the engine and drive off, whenever you're ready."
all right at the end of the road turn on approach to this first junction logic forgets to use his mirrors and indicate for the turn he does look at the junction but this could have been an issue had a car been approaching from the distance at speed take the next road on your right,96.799,120.159,281,57,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=96,"Critical level: 7

While the immediate situation may not seem critical, Logic's failure to use his mirrors and indicate properly means that there is a potential risk of a collision with a car approaching from the distance at speed.","All right. At the end of the road, turn. On approach to this first junction, Logic forgets to use his mirrors and indicate for the turn. He does look at the junction, but this could have been an issue had a car been approaching from the distance at speed. Take the next road on your right."
[Music] ahead of us there is a crossroads where we are crossing the main road if you look in the middle of the road you can see a hazard line start to appear and just ahead of the hazard line you can see a giveaway line lovejit notices a road marking and slows down and stops behind the giveaway line to look both sides,139.28,157.04,319,68,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=139,"Critical level: 7. 

The driving situation is quite critical as it involves crossing a main road and the driver needs to be cautious of any oncoming traffic.",".

[Music] Ahead of us, there is a crossroads where we are crossing the main road. If you look in the middle of the road, you can see a hazard line start to appear. And just ahead of the hazard line, you can see a giveaway line. Lovejit notices a road marking and slows down and stops behind the giveaway line to look both sides."
so at the end left,176.48,185.04,18,5,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=176,"Turn, we are going to prepare for a left turn, the traffic oncoming is clear, but watch out for any pedestrians or bikers crossing the street. 

Critical level: 6. There is potential for pedestrians or bikers to be crossing the street, which requires extra caution.","So at the end, left."
this is a main road where the speed limit is 20 miles per hour so it's much more fuel efficient to be driving in third gear than it is to be driving in second gear it was foggy this morning but fog lights were not necessary as we could still see a hundred meters in the distance ahead all right on the roundabout i want you to follow some signs so once you follow signs towards rice slip in oxbridge [Music],205.28,238.13,407,88,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=205,"Criticality: 3 - The situation is not very critical as the speed limit is low, fog is not obstructing visibility, and the instructions seem straightforward.","This is a main road where the speed limit is 20 miles per hour, so it's much more fuel-efficient to be driving in third gear than it is to be driving in second gear. It was foggy this morning, but fog lights were not necessary as we could still see a hundred meters in the distance ahead. All right, on the roundabout, I want you to follow some signs, so once you follow signs towards Ruislip and Uxbridge. [Music]"
the last minor fault with use of mirrors before signaling wouldn't necessarily be a minor fault on this occasion as there was only one lane in the roundabout but as a new driver you should always be using your mirrors before indicating especially when you're leaving a big roundabout if lovejit had done this on a big roundabout where there are two lanes and he exits with no mirror check this would definitely be a minor but it could also be serious had somebody been trying to change lanes at that point,273.12,297.84,505,98,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=273,7 - The driving situation is relatively critical as failure to use mirrors before signaling in a large roundabout could result in serious consequences if another driver is attempting to change lanes.,"The last minor fault with use of mirrors before signaling wouldn't necessarily be a minor fault on this occasion, as there was only one lane in the roundabout. But as a new driver, you should always be using your mirrors before indicating, especially when you're leaving a big roundabout. If Lovejit had done this on a big roundabout where there are two lanes and he exits with no mirror check, this would definitely be a minor, but it could also be serious had somebody been trying to change lanes at that point."
[Music] it's a 20 speed limit yeah the speed limit on this road is 20 miles per hour it's painted on the road throughout and also signed on the side on either side throughout the road if there are no signs but street lamps that indicates that it's 30 miles per hour the speed on this road used to be 30 miles per hour which is why the sat nav still reads 30 but if the road says 20 then that's the new speed limit and that's what you need to stick to,314.22,344.72,450,106,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=314,"Critical level: 3. 
The situation is not very critical, as it is mainly informative and requires the driver to adhere to the new speed limit.","[Music] It's a 20 speed limit. Yeah, the speed limit on this road is 20 miles per hour. It's painted on the road throughout and also signed on the side on either side throughout the road. If there are no signs, but street lamps, that indicates that it's 30 miles per hour. The speed on this road used to be 30 miles per hour, which is why the sat nav still reads 30. But if the road says 20, then that's the new speed limit, and that's what you need to stick to."
when passing a bus always pass slowly and watch out for pedestrians that may be crossing in front of the bus and use mirrors but no signal to come back into your side of the road all right so on the next roundabout we're not following rice lip anymore i want you to take the fourth exit towards harrow and northalt so fourth exit please [Music],368.319,401.91,344,72,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=368,"2 - Passing a bus is always important, but the situation described in the fragment is not particularly critical as it mainly involves being mindful of pedestrians and passing slowly. The upcoming roundabout instruction is even less critical.","When passing a bus, always pass slowly and watch out for pedestrians that may be crossing in front of the bus. Use mirrors, but no signal to come back into your side of the road. Alright, so on the next roundabout, we're not following Riselip anymore. I want you to take the fourth exit towards Harrow and Northalt. So, fourth exit, please. [Music]"
as lobster enters a roundabout he can go into lane three or four as his lane splits into two as soon as we enter the roundabout but in order to use lane three he needs to check his left mirror as vehicles from the left may straight line the roundabout just like this vehicle does here as we enter [Music] once you're in this lane you now need to follow the marking towards the left which is going to guide you outwards and spiral you into lane three lovejit nearly goes into the wrong lane but he checks his mirror and gets back into position [Music] this is a traffic light controlled spiral roundabout once in position you simply need to follow the markings and stay in your lanes the roundabout is gradually moving you outwards until your exit as lobjet had started the roundabout in the fourth lane the one that was closest to the roundabout as he's going around towards his exit his exit is now in the overtaking position,421.84,495.199,926,190,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=421,7 - The driving situation is fairly critical as Lobster needs to be aware of the vehicles coming from the left and make sure to use the correct lane for his exit. He also needs to follow the markings carefully to avoid entering the wrong lane.,"As Lobster enters a roundabout, he can go into lane three or four. As his lane splits into two as soon as we enter the roundabout, but to use lane three, he needs to check his left mirror as vehicles from the left may straight line the roundabout, just like this vehicle does here as we enter. [Music] Once you're in this lane, you now need to follow the markings towards the left, which is going to guide you outwards and spiral you into lane three. Lovejit nearly goes into the wrong lane, but he checks his mirror and gets back into position. [Music] This is a traffic light-controlled spiral roundabout. Once in position, you simply need to follow the markings and stay in your lanes. The roundabout is gradually moving you outwards until your exit. As Lobster had started the roundabout in the fourth lane, the one that was closest to the roundabout, as he's going around towards his exit, his exit is now in the overtaking position."
take the next road on your left,518.399,518.399,31,7,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=518,"2 - There are no immediate hazards or dangers present, but the instruction should be followed accurately to ensure the correct route is taken.",Take the next road on your left.
take the next road on your left [Music] uh with this serious fault logic did check his mirrors but his approach speed was too fast and he indicated too late causing the vehicles behind to suddenly slow down turn left and if you could just pull in and park up on the left here before the van just next to that tree just pass the tree actually okay thank you that's great all right brilliant have a little break now how's that last 10 minutes for you beginning was all right but then near the end i think i made a few mistakes okay would you say there were any serious mistakes uh when turning into this the the left road over here it was very slow wasn't it yeah you just needed to get the gear changing and be on your way there's a few mirror and signals or faults coming in then we had at the very beginning when we first started that left turn onto allenby road no mirror checks no signal left remember quite early on right at the,518.399,627.44,932,191,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=518,"Critical level 5 - The situation became somewhat critical towards the end when the student made some mistakes that caused other vehicles to slow down and their approach speed was too fast, but it was not a life-threatening situation.","beginning, everything was alright. But then, near the end, I think I made a few mistakes. 

Okay. Would you say there were any serious mistakes? 

Uh, when turning into this left road over here, it was very slow, wasn't it? Yeah, you just needed to get the gear changing and be on your way. 

There were a few mirror and signal faults coming in. Then we had, at the very beginning when we first started, that left turn onto Allenby Road. No mirror checks, no signal left, remember?"
beginning that first left turn you didn't signal for it yeah then there was um i'm just going over the main key points you know when you got into that roundabout when we were taking the fourth exit now as you've started you've gone for the right most lane which is fine once you've gone in that white line was kind of moving to the left you needed to keep with it you kind of veered off right towards greenford and then you checked left and you came back in so as soon as you've started at any roundabout and your your lane kind of goes round as it wraps around you need to follow the marking to the left because that's how you're going to spiral we've talked about that on that round but haven't we yeah okay um and then obviously once you came off that roundabout you're in the right hand lane which is the overtaking lane you were just happy happily driving in that lane weren't you should you not have gone back to the,628.64,676.72,922,198,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=628,"Criticality: 7 - The situation is critical as the driver made several errors while navigating through a roundabout, including not following lane markings, veering off to the right towards the wrong direction, and driving in the overtaking lane without overtaking.","Beginning that first left turn, you didn't signal for it. Yeah, then there was... I'm just going over the main key points. You know, when you got into that roundabout when we were taking the fourth exit. Now, as you've started, you've gone for the right most lane, which is fine. Once you've gone in, that white line was kind of moving to the left. You needed to keep with it. You kind of veered off right towards Greenford, and then you checked left and you came back in. So, as soon as you've started at any roundabout and your lane kind of goes round as it wraps around, you need to follow the marking to the left, because that's how you're going to spiral. We've talked about that on that roundabout, haven't we? Yeah, okay. Um, and then obviously once you came off that roundabout, you're in the right-hand lane, which is the overtaking lane. You were just happily driving in that lane, weren't you? Should you not have gone back to the left-hand lane?"
left lane yeah yeah you you did move back but that's because i said we're turning so you've moved back but you should be trying to get back and i know we had an issue with the lorry last lesson where you were trying to move back too early but once the road is straight speed up check your mirrors get back okay so a minor fault for that use of sorry minor fault full position no more driving on that one all right so we're going to go again so what are the points that you're going to be careful with this time around making sure i check mirrors signal each time yeah every time i turn yeah and speed limits the speed limits here and then also on roundabouts once you're in follow the marking to the left unless you know you want to go right then kind of if you're going like to the last exit or you're doing a u-turn then you would kind of wrap around again otherwise you'd spiral out okay yeah just start using more mirrors and,678.0,727.6,929,196,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=678,Critical situation: 3 - The situation is not critical at this moment as they are just discussing minor faults and points for improvement during the next driving session.,"Left lane, yeah, yeah. You did move back, but that's because I said we're turning. So, you moved back, but you should be trying to get back. And, I know we had an issue with the lorry last lesson where you were trying to move back too early. But once the road is straight, speed up, check your mirrors, get back. Okay, so a minor fault for that. Use of, sorry, minor fault for your position. No more driving on that one. Alright, so we're going to go again. So, what are the points that you're going to be careful with this time around? Making sure I check mirrors, signal each time, yeah. Every time I turn, yeah. And speed limits. The speed limits here, and then also on roundabouts, once you're in, follow the marking to the left, unless you know you want to go right. Then kind of, if you're going like to the last exit or you're doing a U-turn, then you would kind of wrap around again. Otherwise, you'd spiral out, okay? Yeah, just start using more mirrors."
then get that go changing for that small left turn okay so when you're ready we're gonna go again how does it feel when i'm sitting here in silence not saying anything scary that's the bit people find the most daunting because no one's saying anything and it's a bit well what's going on the examiner will make a bit of conversation but yeah don't get lost in conversation anyways that's me done now okay at the end of this row turn right and then right again,728.959,769.519,459,96,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=728,"Criticality: 2. The situation is not critical at all, it is just a routine turn at the end of the row.","Then, get ready to go, changing for that small left turn. Okay, so when you're ready, we're gonna go again. How does it feel when I'm sitting here in silence, not saying anything? Scary, that's the bit people find the most daunting because no one's saying anything and it's a bit, well, what's going on? The examiner will make a bit of conversation, but yeah, don't get lost in conversation. Anyways, that's me done now. Okay, at the end of this row, turn right and then right again."
okay now we're going to turn right and then left just without silver cars coming out so right and then left,791.839,795.2,107,22,sKjGAQXvoxo,1813,https://youtu.be/sKjGAQXvoxo?t=791,Critical level: 2 - The situation is not very critical as there are no other obstacles or traffic around and the turn is relatively simple.,"Okay, now we're going to turn right, and then left. Just wait for the silver car to come out. So, right, and then left."
